population_id,population_kind,case_id,candidate_id,model,sequence_length,phase,mathematical_operation,implementation_kind,exact_endpoint_or_region,proof_unit_bound,legacy_observed_role,legacy_observed_verdict,legacy_flash_verdict,legacy_generalizable_verdict,legacy_evidence,legacy_evidence_only,claim_boundary,formation_local,formation_parameter_gradient,formation_effective_update,first_confirmed_bias_stage,formation_label_source
endpoint::deepseek8b:seq128:forward:16:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:16:in_out_ptr0,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_3,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=e4f6d455091ddb911d5ca1747a00ccbd415f8eb08cfb455fe924ddc685731098,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:172:output_0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:172:output_0,deepseek8b,128,FORWARD,bmm,EXTERN,forward:graph0:bmm_18,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=fb4c446dfb80cb01a17d187243b46389dacb431a7054f80a4a2172177e43d53e,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:173:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:173:in_out_ptr0,deepseek8b,128,FORWARD,add,TRITON,forward:graph0:add_96,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=e6b27232c68dded2f16a84761c9ce73ec524e2a584576bc9bf0c017f73a4a591,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:175:output_0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:175:output_0,deepseek8b,128,FORWARD,bmm,EXTERN,forward:graph0:bmm_19,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=6ff60ea1443bb072facccba1c7c04f0a24d30076ee9b9353656f4fcae3725319,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:178:in_out_ptr1,ENDPOINT_UNIT,,deepseek8b:seq128:forward:178:in_out_ptr1,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_39,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=10c4f8c91e724fb4e295045d120c0ab9a3b142eb61b631ce03df3a91ffbeaabe,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:185:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:185:in_out_ptr0,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_41,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=6cd63470bf7e918b7085f538f14e1ad454419d3e391999d6a98a436b792c5942,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:190:output_0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:190:output_0,deepseek8b,128,FORWARD,bmm,EXTERN,forward:graph0:bmm_20,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=4583ef003451e98c1eec3333148d863062f3009d51c95770f57c6c1227dccafe,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:191:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:191:in_out_ptr0,deepseek8b,128,FORWARD,add,TRITON,forward:graph0:add_106,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=ab4f23aff8dc0117f4793ed06b19852df7f4b4aefd75081db774323e097ad11b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:196:in_out_ptr1,ENDPOINT_UNIT,,deepseek8b:seq128:forward:196:in_out_ptr1,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_43,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=c4b8e0b0ca111be00acfc476ef5c36c210032ccefa42fb44babaf2af32444113,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:201:in_out_ptr1,ENDPOINT_UNIT,,deepseek8b:seq128:forward:201:in_out_ptr1,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_44,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=f1a1168911271b8227ad73eb16f36879260c5f492342066628e9c44f2c9bd09b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:203:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:203:in_out_ptr0,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_45,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=4919e97e4f0bff8c914e7c90ef2fb2e1fa2d04dab80c7a97d6af3f43345a1249,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:207:out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:207:out_ptr0,deepseek8b,128,FORWARD,clone,TRITON,forward:graph0:clone_46,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=18fcbb636fb59407ac7933c19155c646de132336bf340c262159d26c8c37455e,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:208:output_0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:208:output_0,deepseek8b,128,FORWARD,bmm,EXTERN,forward:graph0:bmm_22,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=bb57fd0ad450b86525eff55529cb22915d913462b1870dce27d33b9b6b9f6d92,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:209:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:209:in_out_ptr0,deepseek8b,128,FORWARD,add,TRITON,forward:graph0:add_116,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=1316dd34a24025c30669f5a67a294f228e8c8abf4d24d1bd2ee904e295c9e454,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:214:in_out_ptr1,ENDPOINT_UNIT,,deepseek8b:seq128:forward:214:in_out_ptr1,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_47,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=ea57838403e84f24ac5aae0e18d2c655b4d1bda391909bc9c3d1dc56ce54a826,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:219:in_out_ptr1,ENDPOINT_UNIT,,deepseek8b:seq128:forward:219:in_out_ptr1,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_48,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=c7bba7468ee01f53fbba7820b93191d056ec506faf37e94f90724c353bce9fbb,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:21:in_out_ptr1,ENDPOINT_UNIT,,deepseek8b:seq128:forward:21:in_out_ptr1,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_4,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=093ecefaab46565725b74d1bbb94beb61c7008c49cfa2638df3a0cc4629c67b9,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:221:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:221:in_out_ptr0,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_49,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=03e094417e455f875e0e77a98fc86972311ab35f83d4fd2f3d386b8030a8bfa1,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:223:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:223:in_out_ptr0,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_50,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=3e33aadb49ca439eaf0779d04ffe3f22c286d1c06930d8d54280b9bde84b08f4,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:226:output_0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:226:output_0,deepseek8b,128,FORWARD,bmm,EXTERN,forward:graph0:bmm_24,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=5791b983fa570e1a50f613090e1c3deb65fc5115a21064ac154582f2688e9634,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:227:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:227:in_out_ptr0,deepseek8b,128,FORWARD,add,TRITON,forward:graph0:add_126,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=a73f33fa52f83bb1f2e730defdd3463422cd8ab32a4e159e393286b22f2a2575,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:22:output_0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:22:output_0,deepseek8b,128,FORWARD,mm,EXTERN,forward:graph0:mm_7,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=d0f59921048058aa5c6b2ae324a42427e055ab6694f0263966c61089b4a0550c,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:232:in_out_ptr1,ENDPOINT_UNIT,,deepseek8b:seq128:forward:232:in_out_ptr1,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_51,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=8a572585c37751c6f557e0cabfac64ff0685a4280cae7eb98714a666bbdc8230,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:23:out_ptr2,ENDPOINT_UNIT,,deepseek8b:seq128:forward:23:out_ptr2,deepseek8b,128,FORWARD,permute,TRITON,forward:graph0:permute_1715,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=768a52afb597262ebc9d5d2ddc5b6679d54421b4b86a164d9d538ac60c61820a,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:24:output_0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:24:output_0,deepseek8b,128,FORWARD,mm,EXTERN,forward:graph0:mm_8,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=61d6f178203f04a5298560279dbc86ce5fd309f9b04208962c220261c1ae83a7,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:25:in_out_ptr1,ENDPOINT_UNIT,,deepseek8b:seq128:forward:25:in_out_ptr1,deepseek8b,128,FORWARD,add,TRITON,forward:graph0:add_15,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=2389ab0d4db86e60c58a89c8638512887a36cee3d4e4e517b5ce2136dc459eff,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:27:out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:27:out_ptr0,deepseek8b,128,FORWARD,clone,TRITON,forward:graph0:clone_6,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=1ab565ad07e49eb5794c85d88a67444a68bd2f86424ce32af45187f69b8421c7,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:280:output_0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:280:output_0,deepseek8b,128,FORWARD,bmm,EXTERN,forward:graph0:bmm_30,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=9c2754eb2193572672a8ff570217564fffd9f911384869b12575a7522d332d52,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:28:output_0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:28:output_0,deepseek8b,128,FORWARD,bmm,EXTERN,forward:graph0:bmm_2,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=8349612cd4c99c3de5992dbd732164a2c5e3db80c8eb02f1f96db76833a16e86,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:298:output_0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:298:output_0,deepseek8b,128,FORWARD,bmm,EXTERN,forward:graph0:bmm_32,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=dae8a32e0f23dcc88c9d3ab3ec1db59e9795014b15324b201d2c581caf851c21,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:29:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:29:in_out_ptr0,deepseek8b,128,FORWARD,add,TRITON,forward:graph0:add_16,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=1de0ebc5016bd36b26a1d4892da5ceba8eb834a5a0ab683edc929ce2cc65bbad,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:316:output_0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:316:output_0,deepseek8b,128,FORWARD,bmm,EXTERN,forward:graph0:bmm_34,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=2b55b8785009fc2432fcb626a65c31bcbf4eca6497bf4f4542bf23064be742c2,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:317:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:317:in_out_ptr0,deepseek8b,128,FORWARD,add,TRITON,forward:graph0:add_176,true,COHERENT_F_B_BIAS,OBSERVED_T3_COHERENT_COMPLETE_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=e5c522119615d2eb0bdb118893f4f8bda58750cdfe5f7627010945ad65c53225,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:334:output_0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:334:output_0,deepseek8b,128,FORWARD,bmm,EXTERN,forward:graph0:bmm_36,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=306e6dfcaa6008ccdc6af800d5406e58c4add7a1241cf69be54e6eedaaa432eb,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:335:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:335:in_out_ptr0,deepseek8b,128,FORWARD,add,TRITON,forward:graph0:add_186,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=cca3455406485dd07b08ad8e84a26f0a101cca979dcf31ae23f62d3fb4edd469,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:347:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:347:in_out_ptr0,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_77,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=942908387db7dc0792b0915d5c8996c8f0abd6cdf9e248879d243e5c4a7186cc,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:34:in_out_ptr1,ENDPOINT_UNIT,,deepseek8b:seq128:forward:34:in_out_ptr1,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_7,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=d095afdb43a0350315e096a9fe738b1892284a92d879e78b169680b2caa3e289,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:367:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:367:in_out_ptr0,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_82,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=2c0950d02f03774a70ff3e3816fa528f319a22380f4183e1186e7fe7ab867ffc,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:39:in_out_ptr1,ENDPOINT_UNIT,,deepseek8b:seq128:forward:39:in_out_ptr1,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_8,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=663cbaf9fc879dafb0527c396511d0860d34c650f9119c5efa5714fffc427ac9,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:406:output_0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:406:output_0,deepseek8b,128,FORWARD,bmm,EXTERN,forward:graph0:bmm_44,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=46cd3316ae0248e99350c38fd39d8b3e9646337d6e594b54ff2ca466ec357015,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:407:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:407:in_out_ptr0,deepseek8b,128,FORWARD,add,TRITON,forward:graph0:add_226,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=11d2d516e8de43248b34d873a87da7f8de1683b069c063d69965d7aca12ce0e6,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:419:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:419:in_out_ptr0,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_93,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=76f58dbc24128e5d892bb4a34ac54a1b9778d1a1ff3884e4a608309c240a435f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:41:out_ptr2,ENDPOINT_UNIT,,deepseek8b:seq128:forward:41:out_ptr2,deepseek8b,128,FORWARD,permute,TRITON,forward:graph0:permute_1678,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=3ffc1b7ccbd8c29131b99804dfe8cfd88932de5c2ce6c098e2d5ebf06f6e35eb,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:439:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:439:in_out_ptr0,deepseek8b,128,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_98,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=45b7351f7cb0324e1a6c88d913b069c2c19de6eb75cef2ed82027ab06c0ed8a8,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:442:output_0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:442:output_0,deepseek8b,128,FORWARD,bmm,EXTERN,forward:graph0:bmm_48,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=8b09a18c370e4d1cf7459a8b208c37203e538a083051ce0fed42222247df5dbe,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq128:forward:443:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq128:forward:443:in_out_ptr0,deepseek8b,128,FORWARD,add,TRITON,forward:graph0:add_246,true,COHERENT_F_B_BIAS,OBSERVED_T3_COHERENT_COMPLETE_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=b84b3934f51c39aa54ef04d6c3c1e5b830698e33d40f2e054ac499c71a24e38e,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
